name_rus;name_eng;city_rus;city_eng;gmt_offset;country_rus;phone;email;website
;Portland International;;Portland, Or;-8.0;США;(+1) 877 739 4636;PDXcustomerservice@PortofPortland.com;http://www.flypdx.com/
Педерналес;Pedernales;Педерналес;Pedernales;+4.0;Венесуэла;;;
;Penneshaw;;Penneshaw;-9.5;Австралия;;;
Пебане;Pebane;Пебане;Pebane;-2.0;Мозамбик;;;
;Pelican SPB;;Pelican;+9.0;США;;;
Пардубицы;Pardubice;Пардубицы;Pardubice;+1.0;Чехия;;;
Большое Савино;Bolshoe Savino;Пермь;Perm;-2.0;Россия;+7 (342) 294-97-71;;http://www.aviaperm.ru
;Peenemuende;;Peenemuende;+1.0;Германия;;;
;Sant Egidio;Перужия;Perugia;-1.0;Италия;39075592141;;http://www.airport.umbria.it
;Pehuajo;;Pehuajo;+3.0;Аргентина;;;
;Matecana;;Pereira;+5.0;Колумбия;;;
;Peschiei;;Peschiei;+1.0;Италия;;;
;Beijing Capital Int.;Пекин;Beijing;+8.0;Китай;010-64571666;service@bcia.com.cn;http://www.bcia.com.cn
Пеланенг;Pelaneng;Пеланенг;Pelaneng;-2.0;Лесото;;;
Пуэрто Мальдонадо;Puerto Maldonado;Пуэрто Мальдонадо;Puerto Maldonado;+5.0;Перу;;;
;Penang International;Пенанг;Penang;+8.0;Малайзия;604-643 4411;;http://www.malaysiaairports.com.my
;Peppimenarti;;Peppimenarti;-9.5;Австралия;;;
;Pecos City;;Pecos City;+6.0;США;;;
;Perth International;Перт;Perth;;Австралия;;;http://www.perthairport.net.au
Петрозаводск;Petrozavodsk;Петрозаводск;Petrozavodsk;-2.0;Россия;;;
;Federal;;Pelotas;+3.0;Бразилия;;;
;Puerto Lempira;;Puerto Lempira;+6.0;Гондурас;;;
Пешавар;Peshawar;Пешавар;Peshawar;+5.0;Пакистан;923036909744;;
Печора;Pechora;Печора;Pechora;-2.0;Россия;;;
;Penong;;Penong;-9.5;Австралия;;;
Пенза;Penza;Пенза;Penza;+3.0;Россия;;;
;Paf Warren;;Paf Warren;+9.0;США;;;
;Passo Fundo;;Passo Fundo;+3.0;Бразилия;;;
;Pacific City State;;Pacific City, OH;-8.0;США;;;
;Port Frederick;;Port Frederick;+9.0;США;;;
Патрексфьордур;Patreksfjordur;Патрексфьордур;Patreksfjordur;+0.0;Исландия;;;
;Bay County;Панама Сити;Panama City;+6.0;США;;;
;International;Пафос;Paphos;+2.0;Кипр;;;
;Parsabad;;Parsabad;+0.0;Иран;;;
Илебо;Ilebo;Илебо;Ilebo;;Демократическая республика Конго;;;
Паг;Page;Паг;Page;+7.0;США;;;
Пангоа;Pangoa;Пангоа;Pangoa;-10.0;Папуа - Новая Гвинея;;;
;Grant County;Петерсбург;Petersburg;+5.0;США;;;
;Charlotte County;Пунта-Горда;Punta Gorda;;США;;;
Егепа;Yegepa;Егепа;Yegepa;-10.0;Папуа - Новая Гвинея;;;
;Llabanere;Перпиньян;Perpignan;+1.0;Франция;;;
Прогрессо;Progresso;Сао Паоло;Sao Paulo;+0.0;Бразилия;;;
Пантнагар;Pantnagar;Пантнагар;Pantnagar;-5.5;Индия;;;
;Chitato;;Chitato;+1.0;Ангола;;;
Пангкалпинанг;Pangkalpinang;Пангкалпинанг;Pangkalpinang;+7.0;Индонезия;;;http://www.pangkalpinang.go.id
;Jackson County;;Pascagoula;+0.0;США;;;
;Port Graham;;Port Graham;+9.0;США;;;
Пангиа;Pangia;Пангиа;Pangia;-10.0;Папуа - Новая Гвинея;;;
;Stevens Field;Пагоса Спрингз;Pagosa Springs;;Китай;;;
Порто Алегре;Porto Alegre;Порто Алегре;Porto Alegre;+0.0;Сан-Томе и Принсипи;;;
;Municipal;;Paragould;+6.0;США;;;
;Peach Springs;;Peach Springs;+7.0;США;;;
;Pitt-Greenville;;Greenville;-6.0;США;;;
;Bassillac;Периге;Perigueux;+1.0;Франция;;;
Пхань-Ранг;Phan Rang;Пхань-Ранг;Phan Rang;-7.0;Вьетнам;;;
;Santos Dumont;;Parnaiba;+3.0;Бразилия;;;
;Port Harcourt;;Port Harcourt;+1.0;Нигерия;;;
;Harry Clever;;New Philadelphia;+5.0;США;;;
;Port Hedland;;Port Hedland;-8.0;Австралия;;;
;Newport News/williamsb;;Newport News;-5.0;США;757-877-0221;admin@nnwairport.com;http://www.nnwairport.com/
;Port Harcourt City;;Port Harcourt;+1.0;Нигерия;;;
Фан Тиет;Phan Thiet;Пхань-Тхиет;Phan Thiet;-7.0;Вьетнам;;;
;Pinheiro;;Pinheiro;+3.0;Бразилия;;;
;Port Hunter;;Port Hunter;-10.0;Австралия;;;
;Palm Beach Co Glades;;Pahokee;+5.0;США;;;
;Philadelphia International;Филадельфия;Philadelphia;-5.0;США;;;http://www.phl.org
Беблинген;Boeblingen;Беблинген;Boeblingen;+1.0;Германия;;;
;St Clair County Intl;;Port Huron;+5.0;США;;;
;Point Hope;;Point Hope;+9.0;США;;;
;Philip;;Philip;+6.0;США;;;
;Pacific Harbor;;Pacific Harbor;-12.0;Фиджи;;;
Пхитсанулок;Phitsanulok;Пхитсанусок;Phitsanulok;-7.0;Таиланд;;;
;Henry County;Париж;Paris;;США;;;
Пху-Винх;Phu Vinh;Пху-Винх;Phu Vinh;-7.0;Вьетнам;;;
Кейптаун;Cape Town;Фалаборва;Phalaborwa;+2.0;ЮАР;;;
;Sky Harbor Intl;Феникс;Phoenix;+10.0;США;(602) 273-3300;;http://phoenix.gov/AVIATION/
Пхетчабун;Phetchabun;Пхетчабун;Phetchabun;+0.0;Таиланд;;;
Остров Пхи Пхи;Phi Phi Island;Остров Пхи Пхи;Phi Phi Island;-7.0;Таиланд;;;
;Greater Peoria;;Peoria, IL;-6.0;США;;;
;Hattiesburg-Laurel Regional;;Hattiesburg/Laurel, MS;-6.0;США;;;
Пайн-Кей;Pine Cay;Пайн-Кей;Pine Cay;+5.0;Теркс и Кайкос;;;
;Paradise Island;;Nassau;-5.0;Багамские острова;;;
;St. Petersburg-Clearwater International;Клируотер;Clearwater;-5.0;США;+1 (1)727 535-7600;;http://www.stpete-clwairport.com
;Pingtung;;Pingtung;+8.0;Китай;;;
Питинга;Pitinga;Питинга;Pitinga;+4.0;Бразилия;;;
;Pocatello;;Pocatello;+7.0;США;;;
;Phillips Field;;Fairbanks;-9.0;США;;;
;Prestwick;;Prestwick, South Ayrshire;+0.0;Великобритания;8712230700;sales@glasgowprestwick.com;http://www.gpia.co.uk
Пилар;Pilar;Пилар;Pilar;+4.0;Парагвай;;;
;Garden Harris County;;Pine Mountain;+5.0;США;;;
;Parintins;;Parintins;+4.0;Бразилия;;;
Писко;Pisco;Писко;Pisco;+5.0;Перу;;;
;Pilot Point;;Pilot Point;+9.0;США;;;
Пипиллипаи;Pipillipai;Пипиллипаи;Pipillipai;+3.0;Гайана;;;
;Pierre;;Pierre;+6.0;США;;;
;Biard;Пуатье;Poitiers;-1.0;Франция;+33 (0)5 49 30 04 40;aeroport@poitiers.cci.fr;http://www.poitiers.cci.fr/aeroport
Пиуро;Piura;Пиуро;Piura;+5.0;Перу;;;
;Pirapora;;Pirapora;-2.0;Бразилия;;;
;Pikwitonei;;Pikwitonei;+6.0;Канада;;;
;Pico Island;;Pico Island;+1.0;Португалия;;;
Пойнт-Лей LRRS;Point Lay LRRS Airport;;Point Lay;+9.0;США;;;
;Pajala;;Pajala;+2.0;Финляндия;;;
;Payson;;Payson;+7.0;США;;;
Педро-Хуан-Кабальеро;Pedro Juan Caballero;Педро-Хуан-Кабальеро;Pedro Juan Caballero;+4.0;Парагвай;;;
Панджгур;Panjgur;Панджгур;Panjgur;-5.0;Пакистан;;;
Пуэрто-Хименес;Puerto Jimenez;Пуэрто-Хименес;Puerto Jimenez;+6.0;Коста-Рика;;;
;Port San Juan;;Port San Juan;+9.0;США;;;
Пуэрто Ваярта;Puerto Vallarta;Пуэрто-Хуарес;Puerto Juarez;+6.0;Мексика;;;
;SPB;;Napaskiak;-9.0;США;;;
;Wood County;Паркерсбург;Parkersburg;+5.0;США;;;
Елизово;Yelizovo;Петропавловск-Камчатский;Petropavlovsk-Kamchats;-2.0;Россия;;;
;Park Rapids;;Park Rapids;+6.0;США;;;
Паркес;Parkes;Паркес;Parkes;-10.0;Австралия;;;
;Park Falls;;Park Falls;+6.0;США;;;
;Pangkor Airport;;Pangkor;+0.0;Малайзия;;;
;Alexion;;Porto Kheli;+2.0;Греция;;;
;Playa Grande;Плайа Гранде;Playa Grande;-6.0;Гватемала;;;
Пакокку;Pakokku;Пакокку;Pakokku;-6.5;Мьянма;;;
Пакатоа-Айленд;Pakatoa Island;Пакатоа-Айленд;Pakatoa Island;-12.0;Новая Зеландия;;;
Порт-Каитума;Port Kaituma;Порт-Каитума;Port Kaituma;+3.0;Гайана;;;
Пангкаланбуун;Pangkalanbuun;Пангкаланбуун;Pangkalanbuun;-7.0;Индонезия;;;
Параку;Parakou;Параку;Parakou;-1.0;Бенин;;;
;Puka Puka;;Puka Puka;+10.0;Французская Полинезия;;;
Покхара;Pokhara;Покхара;Pokhara;-5.8;Непал;;;
Паксан;Paksane;Паксан;Paksane;;Таиланд;;;
;Port Keats;;Port Keats;-9.5;Австралия;;;
;Sultan Syarif Kasim Ii;Пеканбару;Pekanbaru;+7.0;Индонезия;-2067;;
Псков;Pskov;Псков;Pskov;+3.0;Россия;;;
;Selebi-Phikwe;;Selebi-Phikwe;-2.0;Ботсвана;;;
;Palangkaraya;;Palangkaraya;-7.0;Индонезия;;;
Паксе;Pakse;Паксе;Pakse;-7.0;Лаос;;;
Планадас;Planadas;Планадас;Planadas;+5.0;Колумбия;;;
;Clinton County;;Plattsburgh;-5.0;США;;;
Планета-Рико;Planeta Rica;Планета-Рико;Planeta Rica;+5.0;Колумбия;;;
Плая-Самара;Playa Samara;Плайя Самара;Playa Samara;+6.0;Коста-Рика;;;
Пайела;Paiela;Пайела;Paiela;+0.0;Папуа - Новая Гвинея;;;
Пала;Pala;Пала;Pala;-1.0;Чад;;;
Ла Плань;La Plagne;Ла-Планье;La Plagne;+1.0;Франция;;;
;Plymouth;;Plymouth;+0.0;Великобритания;;;
Палм Айленд;Palm Island;Пам-Айленд;Palm Island;+4.0;Сент-Винсент и Гренадины;;;
;Placencia;;Placencia;+0.0;Белиз;;;
;M Graham Clark;;Branson/point Lookout;+6.0;США;;;
;Ponta Pelada;;Ponta Pelada;+4.0;Бразилия;;;
;Mahmud Badaruddin Ii;Палембанг;Palembang;-7.0;Индонезия;;;
;Emmet County;;Pellston;+5.0;США;;;
;Port Lincoln;;Port Lincoln;-9.5;Австралия;;;
Ля Пальма;La Palma;Ля Пальма;La Palma;+5.0;Панама;;;
;Palanga International;;Klaipeda/Palanga;+2.0;Литва;;;
;St Clair County;;Pell City;+6.0;США;;;
;International;;Providenciales;+5.0;Теркс и Кайкос;;;
Плато;Plato;Плато;Plato;+5.0;Колумбия;;;
;Pampulha;Бело Хоризонте;Belo Horizonte;-2.0;Бразилия;;;
Полтава;Poltava;Полтава;Poltava;+2.0;Украина;;;
;Mutiara;;Palu;-8.0;Индонезия;;;
Семипалатинск;Semipalatinsk;Семипалатинск;Semipalatinsk;-2.0;Казахстан;;;
;Plymouth;;Plymouth;+5.0;США;;;
Порт Элизабет;Port Elizabeth;Порт Элизабет;Port Elizabeth;-2.0;ЮАР;;;
;Wawi;;Pemba;-2.0;Танзания;;;
;Intermediate;;Pembina;+6.0;США;;;
;Tepual;Пуэрто Монт;Puerto Montt;+4.0;Чили;;;
;La Palmdale Regional Airport;;Palmdale, Ca;-8.0;США;16612667602;;http://www.lawa.org/pmd/welcomePMD.cfm
;Portsmouth;Портсмут;Portsmouth;+0.0;Великобритания;;;
;Giuseppe Verdi;Парма;Parma;+1.0;Италия;;;http://www.aeroportoparma.it/
;International;;Ponta Pora;+4.0;Бразилия;;;
;Greater Portsmouth Regional;Портсмут;Portsmouth, OH;-5.0;США;;;
;Son Sant Joan Airport;;Palma Mallorca;+1.0;Испания;;;
Палм Айленд;Palm Island;Пам-Айленд;Palm Island;-10.0;Австралия;;;
;AFS;;Port Moller;+9.0;США;;;
Пханом-Саракхам;Phanom Sarakham;Пханом-Саракхам;Phanom Sarakham;-7.0;Таиланд;;;
Пумани;Pumani;Пумани;Pumani;-10.0;Папуа - Новая Гвинея;;;
;Punta Raisi;Палермо;Palermo;+1.0;Италия;+39 091-7020111;gesap@gesap.it;http://www.aeroporto.palermo.it
Пимага;Pimaga;Пимага;Pimaga;-10.0;Папуа - Новая Гвинея;;;
Перито-Морено;Perito Moreno;Перито-Морено;Perito Moreno;+3.0;Аргентина;;;
Палмерстон Норт;Palmerston North;Палмерстон Норт;Palmerston North;+12.0;Новая Зеландия;;;http://www.pnairport.co.nz
Пальмира;Palmyra;Пальмира;Palmyra;-2.0;Сирия;;;
;Paramakotoi;;Paramakotoi;+3.0;Гайана;;;
;SPB;;Paimiut;+9.0;США;;;
;Del Caribe International (Gen. Santiago Marino);;Porlamar;-4.0;Венесуэла;;;
;Palmas;;Palmas;+3.0;Бразилия;;;
;Metropolitan;;Palmer;+9.0;США;;;
;El Tehuelche;;Puerto Madryn;+3.0;Аргентина;;;
;Palmar Sur;Палмар;Palmar;+6.0;Коста-Рика;;;
Памплона;Pamplona;Памплона;Pamplona;-1.0;Испания;;;
;Porto Nacional;;Porto Nacional;+3.0;Бразилия;;;
;Ponca City;;Ponca City;+6.0;США;;;
Пунта-Горда;Punta Gorda;Пунта-Горда;Punta Gorda;+5.0;Белиз;;;
;North Philadelphia;Филадельфия;Philadelphia;-5.0;США;;;
;Municipal;;Paranagua;+3.0;Бразилия;;;
;Phnom Penh International;Пном Пен;Phnom Penh;-7.0;Камбоджа;;bureau@sca.com.kh;http://www.cambodia-airports.com
Понпеи;Pohnpei;Понпеи;Pohnpei;-11.0;Микронезия;;;
;Peng Lai/Sha He Kou;;Peng Lai;+8.0;Китай;;;
;Supadio;Понтианак;Pontianak;-7.0;Индонезия;;;
;Pantelleria;;Pantelleria;+1.0;Италия;;;http://www.pantelleriairport.it/
;Princeton;;Princeton;-5.0;США;;;
;Pinotepa Nacional;;Pinotepa Nacional;+6.0;Мексика;;;
;Girua;Попондетта;Popondetta;-10.0;Папуа - Новая Гвинея;;;
;Lohegaon;Пуне;Pune;-5.5;Индия;91-020- 26691495;apdpun_aai@vsnl.net;http://www.aai.aero/aai/main.htm
Пуэнт-Нуар;Pointe Noire;Пуэнт-Нуар;Pointe Noire;-1.0;Конго;;;
;Regional;;Pensacola;+0.0;США;;;
;Teniente J. Gallardo;Пуэрто Наталес;Puerto Natales;+4.0;Чили;;;
;Panguitch;;Panguitch;+7.0;США;;;
;Panevezys;;Panevezys;+2.0;Литва;;;
;Grayson County;;Sherman-Denison;+6.0;США;;;
Пондичерри;Pondicherry;Пондичерри;Pondicherry;+5.5;Индия;;;
;Internacional;;Petrolina;+3.0;Бразилия;;;
;Salgado Filho;Порто Алегре;Porto Alegre;-3.0;Бразилия;;;
;Pope AFB;;Fayetteville, NC;-5.0;США;;;
;Brackett Field;;La Verne;+8.0;США;;;
Подор;Podor;Подор;Podor;+0.0;Сенегал;;;
;Polk AAF;;Fort Polk;-6.0;США;;;
;Earl Fields Memorial;;Poplar Bluff;+6.0;США;;;
Порт-Гентил;Port Gentil;Порт-Гентил;Port Gentil;-1.0;Габон;;;
;Municipal;;Pocahontas;+6.0;США;;;
Потоси;Potosi;Потоси;Potosi;+4.0;Боливия;;;
;Patos De Minas;;Patos De Minas;;Албания;;;
;Porto Amelia;;Pemba;;Мозамбик;;;
;Jackson Fld;Порт-Морсби;Port Moresby;-10.0;Папуа - Новая Гвинея;;;
Поптун;Poptun;Поптун;Poptun;+6.0;Гватемала;;;
;Pocos De Caldas;;Pocos De Caldas;+3.0;Бразилия;;;
Ла-Унион;La Union;Пуэрто Плата;Puerto Plata;-4.0;Доминиканская Республика;;;
;Polk Inlet;;Polk Inlet;+9.0;США;;;
Пори;Pori;Пори;Pori;-2.0;Финляндия;;;
;Piarco International;;Port Of Spain;-4.0;Тринидад и Тобаго;;;http://www.piarcoairport.com
;Ken Jones;Порт-Антонио;Port Antonio;+5.0;Ямайка;;;
;Dutchess County;;Poughkeepsie;+5.0;США;;;
;Presov;;Presov;+1.0;Словакия;;;
Порторож;Portoroz;Порторос;Portoroz;+1.0;Словения;;;
;Paris Cergy Pontoise;Париж;Paris;+1.0;Франция;+33 (0)1 303 103 82;;
;Powell;;Powell;+7.0;США;;;
;Lawica;Познан;Poznan;+1.0;Польша;+48 061 849-22-61;;http://www.airport-poznan.com.pl/pl/
;Perry Lefors Field;;Pampa;+6.0;США;;;
;Adhemar De Barros;;Presidente Prudente;+3.0;Бразилия;55+18-32229855;;
;Prospect Creek;;Prospect Creek;+9.0;США;;;
;Palmas Del Mar;;Humacao;-4.0;Пуэрто Рико;;;
Пуэрто-Пенаско;Puerto Penasco;Пуэрто-Пенаско;Puerto Penasco;+7.0;Мексика;(638)383-6097;;
;Tri-City;;Parsons;+6.0;США;;;
;International;;Pago Pago;+11.0;Американское Самоа;;;
;Peraitepuy;;Peraitepuy;+4.0;Венесуэла;;;
;Port Pirie;;Port Pirie;-9.5;Австралия;;;
;Pulau Panjang;;Pulau Panjang;-7.0;Индонезия;6221614281;;
Петропавловск;Petropavlovsk;Петропавловск;Petropavlovsk;-2.0;Казахстан;;;
Пхалпу;Phaplu;Пхалпу;Phaplu;-5.8;Непал;;;
;Pompano Beach;;Pompano Beach;+5.0;США;;;
;Machangara;Попайан;Popayan;+5.0;Колумбия;;;
Пауэлл-Пойнт;Powell Point;Пауэлл-Пойнт;Powell Point;-5.0;Багамские острова;;;
;Whitsunday Coast;;Proserpine;-10.0;Австралия;;;
Парапарауму;Paraparaumu;Парапарауму;Paraparaumu;+12.0;Новая Зеландия;;;
Пасир-Пангараян;Pasir Pangarayan;Пасир-Пангараян;Pasir Pangarayan;-7.0;Индонезия;;;
;Puerto Princesa;;Puerto Princesa;-8.0;Филиппины;;;
;Faa'a;;Papeete;-10.0;Французская Полинезия;(689)866096;nAgnieray@tahiti-aeroport.pf;http://www.tahiti-aeroport.pf/home.php
Папун;Papun;Папун;Papun;-6.5;Мьянма;;;
;Port Protection;;Port Protection;+9.0;США;;;
Папа-Вестрей;Papa Westray;Папа-Вестрей;Papa Westray;+0.0;Великобритания;1857644252;;
;Param;;Param;-10.0;Папуа - Новая Гвинея;;;
;Pouso Alegre;;Pouso Alegre;+0.0;Бразилия;;;
Пуэрто-Пец;Puerto Paez;Пуэрто-Пец;Puerto Paez;+4.0;Венесуэла;;;
;Duong Dong;Пху-Квок;Phu Quoc;+7.0;Вьетнам;;;
;Municipal;;Presque Isle;+5.0;США;;;
Паленк;Palenque;Паленке;Palenque;+6.0;Мексика;;;
Порт Макгуайр;Port Macquarie;Порт Макгуайр;Port Macquarie;-10.0;Австралия;;;
;Pilot Station;;Pilot Station;+9.0;США;;;
;Heliport;;Qeqertaq;;Гренландия;;;
;Parana;;Parana;+3.0;Аргентина;;;
;Paso Robles;;Paso Robles;+8.0;США;;;
;Prescott;;Prescott;+7.0;США;;;
;Pardoo;;Pardoo;-8.0;Австралия;;;
Поре;Pore;Поре;Pore;+5.0;Колумбия;;;
;Port Johnson;;Port Johnson;+9.0;США;;;
;Ruzyne;Прага;Prague;+1.0;Чехия;;;http://www.prg.aero
Пхраэ;Phrae;Пхраэ;Phrae;-7.0;Таиланд;;;
Праслин-Айленд;Praslin Island;Праслин-Айленд;Praslin Island;-4.0;Сейшельские о-ва;;;
Капри;Capri;Капри;Capri;+1.0;Италия;;;
;Prieska;;Prieska;-2.0;ЮАР;;;
;Port Oceanic;;Port Oceanic;+9.0;США;;;
Портиман;Portimao;Портиман;Portimao;+0.0;Португалия;;;
;Prishtina International Airport;;Prishtina;+1.0;Сербия;+381 0 38 5958159;;http://www.airportpristina.com/
;Municipal;;Perry;;Гаити;;;
Проприано;Propriano;Проприано;Propriano;-1.0;Франция;;;
;Pres. Roque Saenz Pena;;Pres. Roque Saenz Pena;+3.0;Аргентина;;;
Парума;Paruima;Парума;Paruima;+3.0;Гайана;;;
Параси;Parasi;Параси;Parasi;-11.0;Соломоновы острова;;;
;Coast Guard Heliport;;Point Retreat;-9.0;США;;;
Проме;Prome;Проме;Prome;-6.5;Мьянма;;;
Пршеров;Prerov;Пршеров;Prerov;+1.0;Чехия;;;
;Prentice;;Prentice;+6.0;США;;;
;Cox Field;Париж;Paris;;США;;;
;Wonderboom Apt.;Претория;Pretoria;+0.0;ЮАР;;;
;Prineville;;Prineville;+8.0;США;;;
;Galileo Galilei;Пиза;Pisa;+1.0;Италия;39050849111;sat@pisa-airport.com;http://www.pisa-airport.com/
;Bellefonte;;Bellefonte;-5.0;США;;;
;Tri-cities;;Pasco, WA;-8.0;США;;;
Порт-Саид;Port Said;Порт-Саид;Port Said;-2.0;Египет;;;
;Mercedita;;Ponce;+4.0;Пуэрто Рико;7875577753;;
;Pittsfield;;Pittsfield;+5.0;США;;;
;Petersburg James A Johnson;;Petersburg, AK;-9.0;США;;;
;St Peter;;St Peter;-1.0;Германия;;;
Пасни;Pasni;Пасни;Pasni;-5.0;Пакистан;;;
